occurrence_no,record_type,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,paleomodel,paleolng,paleolat,geoplate,formation,stratgroup,member,stratscale,zone,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,environment,tectonic_setting,assembl_comps,pres_mode,preservation_quality,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,taxon_environment,environment_basis,motility,life_habit,diet
219960,occ,22644,Platyops watsoni,species,142450,recombined as,Platyoposaurus watsoni,,species,142450,Urzhumian,,268,265,de Heinzelin,1983,4769,Chordata,Osteichthyes,Temnospondyli,Archegosauridae,Platyoposaurus,,,54.080002,54.099998,,Belebei,,"ETE Locality 1518, Belebei, ",RU,,,,4,,gp_mid,51.49,30.24,302,,,,,Estemmenosuchus uralensis,"ETE rock type adj: 0, ETE lithology comments: .",not reported,,,,,,,terrestrial indet.,,macrofossils,body,,"ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taxonomic,,,,5 specimens,,,,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
219961,occ,22644,Melosaurus uralensis,species,357485,,Melosaurus uralensis,,species,357485,Urzhumian,,268,265,de Heinzelin,1983,4769,Chordata,Osteichthyes,Temnospondyli,Archegosauridae,Melosaurus,,,54.080002,54.099998,,Belebei,,"ETE Locality 1518, Belebei, ",RU,,,,4,,gp_mid,51.49,30.24,302,,,,,Estemmenosuchus uralensis,"ETE rock type adj: 0, ETE lithology comments: .",not reported,,,,,,,terrestrial indet.,,macrofossils,body,,"ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taxonomic,,,,5 specimens,,,,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
219962,occ,22644,Dvinosaurus sp.,genus,37145,,Dvinosaurus,,genus,37145,Urzhumian,,268,265,de Heinzelin,1983,4769,Chordata,Osteichthyes,Temnospondyli,Dvinosauridae,Dvinosaurus,,,54.080002,54.099998,,Belebei,,"ETE Locality 1518, Belebei, ",RU,,,,4,,gp_mid,51.49,30.24,302,,,,,Estemmenosuchus uralensis,"ETE rock type adj: 0, ETE lithology comments: .",not reported,,,,,,,terrestrial indet.,,macrofossils,body,,"ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taxonomic,,,,5 specimens,,,,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
219963,occ,22644,Rhipeosaurus sp.,genus,142491,"misspelling of, obsolete variant of",Rhipaeosaurus,,genus,37556,Urzhumian,,268,265,de Heinzelin,1983,4769,Chordata,Reptilia,NO_ORDER_SPECIFIED,Nycteroleteridae,Rhipaeosaurus,,,54.080002,54.099998,,Belebei,,"ETE Locality 1518, Belebei, ",RU,,,,4,,gp_mid,51.49,30.24,302,,,,,Estemmenosuchus uralensis,"ETE rock type adj: 0, ETE lithology comments: .",not reported,,,,,,,terrestrial indet.,,macrofossils,body,,"ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taxonomic,,,,5 specimens,,,,terrestrial,,actively mobile,,
220192,occ,22714,Trimerorhachis insignis,species,90711,,Trimerorhachis insignis,,species,90711,Artinskian,,290.1,279.3,Parrish,1978,5693,Chordata,Osteichthyes,Temnospondyli,Trimerorhachidae,Trimerorhachis,,,-98.621597,34.125999,,Thrift Bone Bed,,"ETE Locality 1589, Thrift Bone Bed, ",US,Texas,Wichita,,4,,gp_mid,-29.78,-0.85,101,Bead Mountain,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",,,,,,,,terrestrial indet.,,,,,"ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",paleoecologic,,,,300 specimens,,,,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
220193,occ,22714,Eryops sp.,genus,37011,,Eryops,,genus,37011,Artinskian,,290.1,279.3,Parrish,1978,5693,Chordata,Osteichthyes,Temnospondyli,Eryopidae,Eryops,,,-98.621597,34.125999,,Thrift Bone Bed,,"ETE Locality 1589, Thrift Bone Bed, ",US,Texas,Wichita,,4,,gp_mid,-29.78,-0.85,101,Bead Mountain,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",,,,,,,,terrestrial indet.,,,,,"ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",paleoecologic,,,,300 specimens,,,,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
220194,occ,22714,Archeria sp.,genus,37196,,Archeria,,genus,37196,Artinskian,,290.1,279.3,Parrish,1978,5693,Chordata,Osteichthyes,Cotylosauria,NO_FAMILY_SPECIFIED,Archeria,,,-98.621597,34.125999,,Thrift Bone Bed,,"ETE Locality 1589, Thrift Bone Bed, ",US,Texas,Wichita,,4,,gp_mid,-29.78,-0.85,101,Bead Mountain,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",,,,,,,,terrestrial indet.,,,,,"ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",paleoecologic,,,,300 specimens,,,,"brackish,freshwater,terrestrial",,actively mobile,,
220195,occ,22714,Diplocaulus sp.,genus,37264,,Diplocaulus,,genus,37264,Artinskian,,290.1,279.3,Parrish,1978,5693,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Diplocaulidae,Diplocaulus,,,-98.621597,34.125999,,Thrift Bone Bed,,"ETE Locality 1589, Thrift Bone Bed, ",US,Texas,Wichita,,4,,gp_mid,-29.78,-0.85,101,Bead Mountain,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",,,,,,,,terrestrial indet.,,,,,"ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",paleoecologic,,,,300 specimens,,,,"brackish,freshwater,terrestrial",,actively mobile,,
220196,occ,22714,Ophiacodon sp.,genus,38888,,Ophiacodon,,genus,38888,Artinskian,,290.1,279.3,Parrish,1978,5693,Chordata,Osteichthyes,Cotylosauria,Ophiacodontidae,Ophiacodon,,,-98.621597,34.125999,,Thrift Bone Bed,,"ETE Locality 1589, Thrift Bone Bed, ",US,Texas,Wichita,,4,,gp_mid,-29.78,-0.85,101,Bead Mountain,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",,,,,,,,terrestrial indet.,,,,,"ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",paleoecologic,,,,300 specimens,,,,terrestrial,,actively mobile,,
220197,occ,22714,Dimetrodon sp.,genus,38904,,Dimetrodon,,genus,38904,Artinskian,,290.1,279.3,Parrish,1978,5693,Chordata,Osteichthyes,Cotylosauria,Sphenacodontidae,Dimetrodon,,,-98.621597,34.125999,,Thrift Bone Bed,,"ETE Locality 1589, Thrift Bone Bed, ",US,Texas,Wichita,,4,,gp_mid,-29.78,-0.85,101,Bead Mountain,,,,,"ETE rock type adj: 0, ETE lithology comments: 0",,,,,,,,terrestrial indet.,,,,,"ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",paleoecologic,,,,300 specimens,,,,terrestrial,,actively mobile,,
220214,occ,22725,n. gen. Westlothiana n. sp. lizziae,species,179032,,Westlothiana lizziae,,species,179032,Brigantian,,336,326.4,Smithson and Rolfe,1990,35413,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Westlothiana,,,-3.2,55.950001,ETE occurrence; species: Reptilia,East Kirkton site (Units 70-82: East Kirkton Limestone),,ETE Locality 1604,UK,Scotland,West Lothian,based on nearby landmark,4,basin,gp_mid,-4.83,-20.31,313,East Kirkton Limestone,Upper Oil Shale,East Kirkton Limestone,bed,,"Many specimens are from Unit 82, 'the black shale member'. But others come from the range of units 70-82, including adjacent limestone units or spoil heaps at East Kirkton.","""shale""",black,,,Y,"""limestone""",,spring,,macrofossils,body,,"ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",general faunal/floral,"selective quarrying,surface (in situ),mechanical,field collection",BMNH,,66 specimens,,S. P. Wood,1988,"brackish,freshwater,terrestrial",,actively mobile,,
220215,occ,22725,n. gen. Balanerpeton n. sp. woodi,species,227178,,Balanerpeton woodi,,species,227178,Brigantian,,336,326.4,Milner and Sequeira,1994,42475,Chordata,Osteichthyes,Temnospondyli,NO_FAMILY_SPECIFIED,Balanerpeton,27,specimens,-3.2,55.950001,ETE occurrence; species: Temnondyli,East Kirkton site (Units 70-82: East Kirkton Limestone),,ETE Locality 1604,UK,Scotland,West Lothian,based on nearby landmark,4,basin,gp_mid,-4.83,-20.31,313,East Kirkton Limestone,Upper Oil Shale,East Kirkton Limestone,bed,,"Many specimens are from Unit 82, 'the black shale member'. But others come from the range of units 70-82, including adjacent limestone units or spoil heaps at East Kirkton.","""shale""",black,,,Y,"""limestone""",,spring,,macrofossils,body,,"ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",general faunal/floral,"selective quarrying,surface (in situ),mechanical,field collection",BMNH,,66 specimens,,S. P. Wood,1988,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
220216,occ,22725,n. gen. Silvanerpeton n. sp. miripedes,species,243094,,Silvanerpeton miripedes,,species,243094,Brigantian,,336,326.4,Clack,1994,42473,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Silvanerpeton,1,specimens,-3.2,55.950001,ETE occurrence; species: Anthracosauridae,East Kirkton site (Units 70-82: East Kirkton Limestone),,ETE Locality 1604,UK,Scotland,West Lothian,based on nearby landmark,4,basin,gp_mid,-4.83,-20.31,313,East Kirkton Limestone,Upper Oil Shale,East Kirkton Limestone,bed,,"Many specimens are from Unit 82, 'the black shale member'. But others come from the range of units 70-82, including adjacent limestone units or spoil heaps at East Kirkton.","""shale""",black,,,Y,"""limestone""",,spring,,macrofossils,body,,"ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",general faunal/floral,"selective quarrying,surface (in situ),mechanical,field collection",BMNH,,66 specimens,,S. P. Wood,1988,"brackish,freshwater,terrestrial",,actively mobile,,
220217,occ,22725,Loxommatidae indet.,family,36969,objective synonym of,Baphetidae,,family,227378,Brigantian,,336,326.4,Rolfe et al.,1990,4596,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Baphetidae,,,,-3.2,55.950001,ETE occurrence; species: Loxommatidae,East Kirkton site (Units 70-82: East Kirkton Limestone),,ETE Locality 1604,UK,Scotland,West Lothian,based on nearby landmark,4,basin,gp_mid,-4.83,-20.31,313,East Kirkton Limestone,Upper Oil Shale,East Kirkton Limestone,bed,,"Many specimens are from Unit 82, 'the black shale member'. But others come from the range of units 70-82, including adjacent limestone units or spoil heaps at East Kirkton.","""shale""",black,,,Y,"""limestone""",,spring,,macrofossils,body,,"ETE Abrasion: ., ETE Assemblage formation: attritional, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",general faunal/floral,"selective quarrying,surface (in situ),mechanical,field collection",BMNH,,66 specimens,,S. P. Wood,1988,"brackish,freshwater,terrestrial",,actively mobile,,
220222,occ,22726,Anthracosauria indet.,unranked clade,37177,,Anthracosauria,,unranked clade,37177,Pendleian,,326.4,318.1,Andrews et al.,1977,5931,Chordata,Osteichthyes,,,,,,-3.35,56.1166,"""crocodile-like"": ETE occurrence; species: Anthracosauria",Cowdenbeath Amphibian Bonebed,,ETE Locality 1605; Dora Opencast Coal Site,UK,England,,,4,outcrop,gp_mid,0.18,-9.49,313,,Limestone Coal,,bed,,"ETE rock type adj: ""rooty,muddy"", ETE lithology comments: 0\r\n""a localised patch in a seatrock (rooty, muddy siltstone)""",siltstone,,,,,,,terrestrial indet.,,macrofossils,body,,,general faunal/floral,,,,7 specimens,,,1974 and 1975,"brackish,freshwater,terrestrial",,actively mobile,,
220223,occ,22726,Lepospondyli indet.,unranked clade,37250,,Lepospondyli,,unranked clade,37250,Pendleian,,326.4,318.1,Andrews et al.,1977,5931,Chordata,Osteichthyes,,,,,,-3.35,56.1166,ETE occurrence; species: Lepospondyli,Cowdenbeath Amphibian Bonebed,,ETE Locality 1605; Dora Opencast Coal Site,UK,England,,,4,outcrop,gp_mid,0.18,-9.49,313,,Limestone Coal,,bed,,"ETE rock type adj: ""rooty,muddy"", ETE lithology comments: 0\r\n""a localised patch in a seatrock (rooty, muddy siltstone)""",siltstone,,,,,,,terrestrial indet.,,macrofossils,body,,,general faunal/floral,,,,7 specimens,,,1974 and 1975,"brackish,freshwater,terrestrial",,actively mobile,,
220224,occ,22726,Spathicephalus mirus,species,332435,,Spathicephalus mirus,,species,332435,Pendleian,,326.4,318.1,Andrews et al.,1977,5931,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Spathicephalidae,Spathicephalus,,,-3.35,56.1166,ETE occurrence; species: Temnospondyli,Cowdenbeath Amphibian Bonebed,,ETE Locality 1605; Dora Opencast Coal Site,UK,England,,,4,outcrop,gp_mid,0.18,-9.49,313,,Limestone Coal,,bed,,"ETE rock type adj: ""rooty,muddy"", ETE lithology comments: 0\r\n""a localised patch in a seatrock (rooty, muddy siltstone)""",siltstone,,,,,,,terrestrial indet.,,macrofossils,body,,,general faunal/floral,,,,7 specimens,,,1974 and 1975,"brackish,freshwater,terrestrial",,actively mobile,,
220225,occ,22726,Eoherpeton watsoni,species,229321,,Eoherpeton watsoni,,species,229321,Pendleian,,326.4,318.1,Andrews et al.,1977,5931,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Eoherpetontidae,Eoherpeton,,,-3.35,56.1166,,Cowdenbeath Amphibian Bonebed,,ETE Locality 1605; Dora Opencast Coal Site,UK,England,,,4,outcrop,gp_mid,0.18,-9.49,313,,Limestone Coal,,bed,,"ETE rock type adj: ""rooty,muddy"", ETE lithology comments: 0\r\n""a localised patch in a seatrock (rooty, muddy siltstone)""",siltstone,,,,,,,terrestrial indet.,,macrofossils,body,,,general faunal/floral,,,,7 specimens,,,1974 and 1975,"brackish,freshwater,terrestrial",,actively mobile,,
221283,occ,22715,Captorhinus sp.,genus,37497,,Captorhinus,,genus,37497,Kungurian,,279.3,272.3,White,1939,5719,Chordata,Reptilia,NO_ORDER_SPECIFIED,Captorhinidae,Captorhinus,2,individuals,-99.2369,33.797699,,West Coffee Creek,,"ETE Locality 1591, Reptile B, West Coffee Creek, ",US,Texas,Baylor,,4,,gp_mid,-28.93,1.81,101,Arroyo,Clear Fork,,,,"ETE rock type adj: 0, ETE lithology comments: 0",claystone,,,,,,,terrestrial indet.,,macrofossils,body,,"ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taxonomic,,,,11 specimens,,,,terrestrial,,actively mobile,ground dwelling,"insectivore, herbivore"
221284,occ,22715,Seymouria sp.,genus,37223,,Seymouria,,genus,37223,Kungurian,,279.3,272.3,White,1939,5719,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Seymouriidae,Seymouria,9,individuals,-99.2369,33.797699,,West Coffee Creek,,"ETE Locality 1591, Reptile B, West Coffee Creek, ",US,Texas,Baylor,,4,,gp_mid,-28.93,1.81,101,Arroyo,Clear Fork,,,,"ETE rock type adj: 0, ETE lithology comments: 0",claystone,,,,,,,terrestrial indet.,,macrofossils,body,,"ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taxonomic,,,,11 specimens,,,,"brackish,freshwater,terrestrial",,actively mobile,,
221285,occ,22716,Diplocaulus sp.,genus,37264,,Diplocaulus,,genus,37264,Kungurian,,279.3,272.3,Dalquest and Mamay,1962,5665,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Diplocaulidae,Diplocaulus,360,individuals,-99.771301,32.942402,,Rowland Site,,"ETE Locality 1592, Rowland Site, ",US,Texas,Jones,,4,local area,gp_mid,-29.75,1.3,101,Vale,,,,,"ETE rock type adj: greenish, ETE lithology comments: 0",siltstone,green,,,,,,"""channel""",,,,,"ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",general faunal/floral,,,,400 specimens,,,,"brackish,freshwater,terrestrial",,actively mobile,,
221286,occ,22716,Trimerorhachis sp.,genus,36991,,Trimerorhachis,,genus,36991,Kungurian,,279.3,272.3,Dalquest and Mamay,1962,5665,Chordata,Osteichthyes,Temnospondyli,Trimerorhachidae,Trimerorhachis,32,individuals,-99.771301,32.942402,,Rowland Site,,"ETE Locality 1592, Rowland Site, ",US,Texas,Jones,,4,local area,gp_mid,-29.75,1.3,101,Vale,,,,,"ETE rock type adj: greenish, ETE lithology comments: 0",siltstone,green,,,,,,"""channel""",,,,,"ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",general faunal/floral,,,,400 specimens,,,,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
221287,occ,22716,Eryopidae indet.,family,37007,,Eryopidae,,family,37007,Kungurian,,279.3,272.3,Dalquest and Mamay,1962,5665,Chordata,Osteichthyes,Temnospondyli,Eryopidae,,8,individuals,-99.771301,32.942402,ETE minimum number of individuals; species: Eryopidae,Rowland Site,,"ETE Locality 1592, Rowland Site, ",US,Texas,Jones,,4,local area,gp_mid,-29.75,1.3,101,Vale,,,,,"ETE rock type adj: greenish, ETE lithology comments: 0",siltstone,green,,,,,,"""channel""",,,,,"ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",general faunal/floral,,,,400 specimens,,,,"brackish,freshwater,terrestrial",,actively mobile,amphibious,carnivore
229267,occ,22661,Diictodon sp.,genus,39075,,Diictodon,,genus,39075,Wuchiapingian,,259.9,254.17,Smith,1993,5708,Chordata,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,12,individuals,22.014444,-32.147778,,Leeukloof,,"Leeupoort, Leeuwkloof, ETE Locality 1536",ZA,Western Cape,Beaufort West,,seconds,outcrop,gp_mid,-21.02,-50.36,701,Teekloof,Beaufort,,,Tropidostoma Assemblage Zone,"ETE rock type adj: 0, ETE lithology comments: .",sandstone,,,,,claystone,,crevasse splay,,macrofossils,body,,"ETE Abrasion: ., ETE Assemblage formation: mass_death, ETE transport: ., ETE weathering/trampling: ., ETE part concentration: ., ETE time represented: . ,ETE vert pres: ., ETE invert pres: ., ETE plant pres: .",taxonomic,,,,,,,,terrestrial,,actively mobile,,herbivore
